Title,ID,budget,revenue,popularity,runtime,vote_average,vote_count
Ip Man,875104,0,0,249.833,76,4.8,6
Gandhi,783,22000000,77737889,10.516,191,7.543,2039
Il gattopardo,1040,0,0,11.628,186,7.692,672
Persepolis,2011,7300000,0,11.914,95,7.919,1696
The Ten Commandments,6844,13000000,122700000,38.034,220,7.7,1309
Spartacus,967,12000000,60000000,32.013,197,7.55,1853
All the President's Men,891,8500000,70600000,12.862,138,7.678,1549
Togo,884363,0,0,52.065,95,6.55,60
Letters from Iwo Jima,1251,19000000,68673228,13.865,141,7.459,1777
The Lion in Winter,18988,0,0,10.446,134,7.4,274
Taeksi woonjunsa,437068,12820005,81927980,17.305,138,8.067,771
In Cold Blood,18900,3500000,13007551,8.395,134,7.5,305
Kagemusha,11953,6000000,4000000,11.989,180,7.8,545
Bronenosets Potemkin,643,0,45100,13.71,75,7.641,996
Airlift,375290,4500000,32000000,5.033,126,7.1,170
Hidden Figures,381284,25000000,235956898,48.768,127,8.056,8606
Tombstone,11969,25000000,56505065,26.821,130,7.602,1777
Dunkirk,374720,0,527000000,26.56,107,7.459,15006
The Big Short,318846,28000000,133346506,19.477,131,7.336,8049
Glory,9665,18000000,26828365,18.545,122,7.485,1357
Straight Outta Compton,277216,28000000,201634991,29.182,147,7.776,3473
The Killing Fields,625,14400000,34700291,9.545,142,7.506,618
Changeling,3580,55000000,113020255,17.341,141,7.6,3761
The Right Stuff,9549,27000000,21500000,14.787,193,7.4,735
Pride,234200,0,7523634,9.23,122,7.74,1180
Under sandet,335578,5070773,0,9.827,100,7.821,1253
"Aguirre, der Zorn Gottes",2000,370000,37041,9.609,95,7.525,923
Black Hawk Down,855,92000000,172989651,28.53,145,7.366,5029
Apollo 13,568,52000000,355237933,14.861,140,7.441,4865
The Trial of the Chicago 7,556984,35000000,107423,13.464,130,7.735,2653
Malcolm X,1883,34000000,48169908,14.892,202,7.52,1415
The Last Emperor,746,23000000,43984230,19.45,163,7.633,1420
Zulu,14433,1720000,8000000,11.841,138,7.389,428
The Longest Day,9289,10000000,50100000,16.215,178,7.596,809
Novecento,3870,9000000,0,10.135,317,7.896,539
Ponniyin Selvan: I,858082,0,0,47.466,165,7.269,13
A Man for All Seasons,874,3900000,28350000,9.836,120,7.348,353
Frost/Nixon,11499,25000000,18593156,8.224,122,7.307,1022
Joyeux Noï¿½l,13394,60000000,0,18.198,28,6.3,721
Dark Waters,552178,20000000,13601384,17.13,127,7.544,1780
The Thin Red Line,8741,52000000,98126565,14.072,171,7.453,2606
Bridge of Spies,296098,40000000,165478348,14.483,141,7.227,6273
Gettysburg,10655,25000000,12700000,13.818,254,6.9,257
Hotel Mumbai,416144,0,16872691,12.371,123,7.558,1332
The Last King of Scotland,1523,6000000,48618191,14.24,123,7.433,1829
The Boy Who Harnessed the Wind,491480,0,0,21.733,113,7.948,1449
United 93,9829,15000000,76286096,11.492,111,7.128,1271
Sophie Scholl - Die letzten Tage,2117,0,0,8.963,117,7.173,373
Bloody Sunday,4107,0,773228,7.721,107,7.347,265
Lo imposible,135540,0,0,1.281,95,5.5,4
The Favourite,375262,15000000,95918706,18.962,119,7.54,4720
The Assassination of Jesse James by the Coward Robert Ford,4512,30000000,14711793,14.996,160,7.064,2189
Munich,612,70000000,130982129,10.859,164,7.14,2270
"Se, jie",4588,15000000,67091915,14.831,156,7.188,568
Selma,273895,20000000,66787908,9.664,127,7.413,2039
Milk,10139,20000000,54589558,10.869,128,7.268,1961
Quiz Show,11450,31000000,24822619,7.053,133,7.258,770
Henry V,10705,9000000,10176701,8.529,137,7.244,314
Yip Man 2,450001,0,21832649,22.202,107,6.239,424
Tora! Tora! Tora!,11165,25485000,37150000,9.895,144,7.151,446
Jodhaa Akbar,14073,5800000,28700000,10.729,213,7.344,212
83,601337,36786988,25452983,6.705,163,6.956,33
Tanhaji: The Unsung Warrior,584850,0,0,3.954,135,6.528,53
The Last Duel,617653,100000000,30500000,34.447,153,7.487,2758
Zero Dark Thirty,97630,40000000,132820716,19.568,157,6.98,4039
Judas and the Black Messiah,583406,26000000,6416063,13.211,126,7.377,1254
Miracle,14292,28000000,64445708,9.49,135,7.078,516
Elizabeth,4518,30000000,82150642,15.597,124,7.168,1234
The Mission,11416,24500000,17218023,11.774,126,7.399,1207
A Bridge Too Far,5902,22000000,50750000,16.884,175,7.223,676
"Good Night, and Good Luck.",3291,7000000,54600000,8.323,92,7.1,837
Gallipoli,11646,3000000,11740000,8.326,112,7.1,396
Amazing Grace,15163,0,32120360,9.721,117,6.9,255
No,110398,0,2341226,6.768,118,7.19,377
Babylon,615777,78000000,56351455,152.556,189,7.504,1677
Lincoln,72976,65000000,275293450,11.673,149,6.861,3414
The King,948713,0,0,1541.653,111,7.304,303
13 Hours,16280,0,0,3.29,92,6.435,23
First Man,369972,70000000,105713218,15.709,141,7.043,4749
Mission Majnu,778946,0,0,8.218,129,7.0,19
Amistad,11831,36000000,44229441,3.008,155,6.996,1132
The Way Back,529485,23000000,14590514,11.963,107,6.628,942
Across the Universe,4688,45000000,29625761,13.921,133,7.146,1199
Thirteen Days,11973,80000000,34566746,10.047,145,7.007,630
Woman in Gold,304357,11000000,61619773,8.998,109,7.328,1264
Invictus,22954,60000000,122426792,12.255,134,7.19,3742
Patriots Day,388399,45000000,50548152,13.685,133,7.039,2318
Seabiscuit,4464,87000000,148336445,11.96,141,6.997,719
Capote,398,7000000,49327405,9.447,114,6.998,1251
Den 12. mann,435577,7806306,9567121,13.323,136,7.295,448
Eddie the Eagle,319888,23000000,46152411,10.277,106,7.181,1927
Detroit,407448,34000000,23355100,10.204,143,7.313,1484
Jesus Christ Superstar,12545,0,13200000,14.562,108,7.045,491
The Walk,962279,0,0,11.157,105,6.333,6
Chi bi,898523,0,0,0.6,0,0.0,0
Marshall,392982,12000000,10051659,8.649,118,7.268,540
Der Baader Meinhof Komplex,6968,27000000,26937355,10.583,150,6.974,506
Max Manus,13752,6500000,0,9.399,118,7.08,200
Kingdom of Heaven,1495,130000000,218122627,25.175,144,6.887,3630
The Post,446354,50000000,179769467,9.553,116,6.995,4169
The Patriot,2024,110000000,215294342,37.161,165,7.158,3412
The Courier,522241,0,26000000,24.598,112,7.043,908
The Death of Stalin,402897,13000000,24640027,10.49,107,7.02,1581
The Report,524348,0,0,9.028,118,7.036,872
The Professor and the Madman,411728,25000000,4957273,13.704,124,7.186,997
War Horse,57212,66000000,177584879,35.201,146,7.296,3070
Anthropoid,351339,0,4600000,13.675,120,7.1,869
Stan & Ollie,394741,10000000,24420923,12.482,98,6.972,933
The Young Victoria,18320,35000000,29196409,10.91,105,7.2,915
The Siege of Jadotville,334517,0,0,10.186,108,7.154,763
Secretariat,39486,35000000,60321861,15.054,123,7.374,505
Kon-Tiki,70667,16600000,0,9.105,118,6.926,646
Testament of Youth,284689,0,1822250,8.411,129,7.321,703
Shattered Glass,13537,6000000,2944752,11.784,94,6.967,362
The Physician,169881,36000000,57284237,15.333,155,7.333,965
Mongol,12246,18000000,26527510,13.307,125,6.72,532
Bajirao Mastani,362045,19500000,56000000,9.044,158,7.252,244
The Northman,639933,70000000,69633110,95.152,137,7.114,3341
Silence,68730,46000000,23737523,18.133,161,7.123,2748
The Dig,532865,0,0,14.595,112,6.895,1017
We Were Soldiers,10590,75000000,114660784,20.459,138,7.126,1782
Shakespeare in Love,1934,25000000,289317794,12.254,123,6.874,2739
Valkyrie,2253,75000000,200276000,18.196,121,6.9,3263
Defiance,13813,32000000,51155219,13.092,137,6.82,1546
Deepwater Horizon,296524,110000000,121790373,19.785,107,6.846,4067
Flags of Our Fathers,3683,90000000,65900249,12.953,135,6.828,1607
Seven Years in Tibet,978,70000000,131457682,16.61,136,7.168,2494
Agora,26428,70000000,39041505,9.977,127,6.963,1260
Balto,21032,31000000,11348324,17.305,78,7.304,1838
Nixon,10858,44000000,13681765,7.315,192,6.937,300
Che: Part One,8881,30000000,0,8.266,134,6.835,650
Mandela: Long Walk to Freedom,192136,35000000,27333835,6.882,141,6.844,474
Marighella,500458,1769789,0,6.499,155,7.886,105
Greyhound,516486,50300000,0,26.043,91,7.417,2431
Public Enemies,11322,100000000,214104620,32.239,140,6.676,4012
Cleopatra,8095,44000000,71000000,19.513,248,7.079,622
Foxcatcher,87492,24000000,12096300,11.091,134,6.656,2072
Cool Runnings,864,14000000,154856263,10.356,98,6.988,1760
Charlie Wilson's War,6538,75000000,119483446,12.123,102,6.541,1278
Colonia,318781,14000000,3621046,16.011,106,7.292,1766
American Animals,489931,3000000,2847319,15.284,117,6.795,894
Professor Marston and the Wonder Women,420622,0,1584759,15.146,108,7.234,760
The Bounty,2669,25000000,8613462,9.546,132,6.719,442
Yip Man 4,449924,52000000,176345966,16.884,107,7.248,1692
The Zookeeper's Wife,289222,20000000,26152835,13.784,126,7.372,1384
The Water Diviner,256917,22500000,15520023,9.349,112,6.786,1111
Pawn Sacrifice,245698,19000000,5578519,11.847,115,6.74,811
Breach,651571,0,39328,19.548,92,4.285,571
Yip Man 3,450001,0,21832649,22.202,107,6.239,424
Padmaavat,432527,31000000,81673897,14.919,164,6.916,231
Bobby,10741,0,0,8.312,120,6.4,330
Kundun,9746,28000000,5684789,9.203,134,6.902,384
Tau ming chong,14392,40000000,0,9.498,126,6.728,270
Yip Man chin chyun,44249,0,2708867,2.39,100,6.784,579
Outlaw King,454227,0,0,14.03,122,6.817,1370
In the Heart of the Sea,205775,100000000,93920758,17.242,122,6.744,3718
The Conspirator,60309,25000000,15478800,7.743,122,6.569,389
The Duchess,12783,17759769,43306325,14.693,110,6.967,1519
Rob Roy,11780,28000000,31596911,11.105,139,6.7,539
At Eternity's Gate,491472,0,0,15.221,111,6.932,1314
Free State of Jones,316152,50000000,25035950,12.684,140,6.721,1330
The 33,293646,25000000,24902723,8.916,120,6.3,849
Suffragette,245168,14000000,16002420,10.027,106,7.262,1494
Goya's Ghosts,11515,50000000,9448082,9.76,114,6.6,422
The Assassination of Richard Nixon,842,0,3537961,7.241,95,6.488,249
The Woman King,724495,50000000,91000000,185.187,135,7.76,1441
History of the World: Part I,10156,11000000,31672907,12.656,92,6.8,672
21,8065,35000000,159808370,17.817,123,6.691,4184
Munich: The Edge of War,760336,0,0,12.17,129,6.909,460
The Outpost,531876,18000000,2133452,19.657,123,6.884,880
22-Jul,500006,688960,0,12.076,92,7.248,315
The Stanford Prison Experiment,308032,0,643557,7.486,122,6.9,843
The Crucible,20539,25000000,7343114,10.982,124,6.62,441
Mr. Peabody & Sherman,82703,145000000,272912430,19.417,92,6.7,2128
Elizabeth: The Golden Age,4517,55000000,74237563,12.813,114,6.718,1104
Victoria & Abdul,423899,0,65421267,6.955,112,6.936,1072
Mr. Turner,245700,0,5405500,8.543,150,6.531,459
Alien,348,11000000,104931801,43.928,117,8.14,12745
Psycho,539,806947,0,36.269,109,8.445,8930
The Shining,694,19000000,44781695,35.824,144,8.222,15668
The Thing,1091,15000000,19629760,32.721,109,8.038,5964
Tumbbad,538858,0,0,10.367,113,7.563,189
The Exorcist,758323,18000000,61675816,4935.809,103,7.437,443
Les diaboliques,827,0,0,9.445,117,7.88,797
Rosemary's Baby,805,3200000,33395426,19.092,138,7.8,3403
What Ever Happened to Baby Jane?,10242,980000,0,9.365,135,7.947,901
Das Cabinet des Dr. Caligari,234,18000,8811,13.167,78,7.959,1305
The Blue Elephant,16285,0,0,4.55,79,6.8,15
Shaun of the Dead,747,6100000,30097092,29.063,99,7.536,7482
Nosferatu,426063,0,0,4.016,0,0.0,0
King Kong,254,207000000,562363449,30.799,187,6.858,7095
Predator,106,15000000,98267558,48.145,107,7.491,6952
Ang-ma-reul bo-at-da,49797,0,0,19.711,144,7.798,2134
Freaks,539892,0,333593,16.284,105,6.792,979
Night of the Living Dead,19185,4200000,5835247,16.568,88,6.8,724
Dawn of the Dead,924,26000000,102278712,30.712,101,7.0,3459
Frankenstein,3035,291000,12000000,13.814,70,7.511,1321
Bride of Frankenstein,229,393750,2000000,15.834,75,7.6,792
The Innocents,16372,0,1200000,7.23,100,7.428,489
Get Out,419430,4500000,255407969,52.431,104,7.6,15595
Halloween,948,325000,70274000,32.608,91,7.6,4789
Evil Dead II,765,3500000,10900000,71.132,84,7.6,2626
Invasion of the Body Snatchers,11850,3500000,24946533,9.393,116,7.2,879
American Psycho,1359,7000000,34266564,42.045,102,7.395,9330
Searching,489999,1000000,75462037,19.453,102,7.612,3440
Busanhaeng,396535,8500000,87547518,53.372,118,7.759,6365
Saw,176,1200000,103911669,43.698,103,7.4,8030
The Fly,9426,15000000,60629159,26.373,96,7.4,3771
Zombieland,19908,23600000,102391540,37.484,88,7.264,11147
What We Do in the Shadows,246741,1600000,6263224,10.412,86,7.571,3123
The Others,1933,17000000,209947037,22.007,101,7.614,5678
La piel que habito,63311,13000000,33750478,19.311,120,7.527,3758
The Birds,571,2500000,11500000,21.113,119,7.522,3523
Repulsion,11481,300000,0,8.781,105,7.475,846
Kamera o tomeru na!,513434,52406,27590180,10.797,96,7.651,634
Les yeux sans visage,31417,0,58656,9.08,84,7.61,590
Vampire Hunter D: Bloodlust,15999,0,151086,15.337,103,7.5,493
The Invisible Man,570670,7000000,144492724,23.639,124,7.139,5100
Peeping Tom,11167,150000,83957,9.383,101,7.5,653
A Quiet Place,447332,17000000,341000000,85.689,91,7.4,12683
The Conjuring,138843,13000000,320406242,76.488,112,7.539,10339
28 Days Later...,170,5000000,85720385,32.434,113,7.202,5883
Interview with the Vampire: The Vampire Chronicles,628,60000000,223664608,24.836,123,7.377,5157
The Crow,9495,23000000,50694672,17.533,102,7.499,3425
An American Werewolf in London,814,10000000,31973249,16.444,97,7.367,2028
Tucker and Dale vs Evil,46838,5000000,5224938,13.752,89,7.356,2406
Grindhouse,285923,67000000,25422088,8.564,191,6.981,1451
Braindead,763,3000000,242623,20.245,103,7.4,1393
The Wicker Man,16307,810000,0,18.106,94,7.357,1109
The Omen,794,2800000,60922980,18.823,111,7.393,1723
Profondo rosso,20126,0,2864091,8.674,127,7.779,1252
Gojira,131669,0,0,1.12,188,8.2,5
Stree,946310,0,0,737.353,89,6.844,48
Scream,646385,24000000,140041405,241.001,114,6.734,2382
Dracula,138,355000,700000,14.906,74,7.197,1000
The Evil Dead,764,350000,29612367,112.91,85,7.312,3356
The Rocky Horror Picture Show,36685,1200000,112892319,12.271,100,7.497,2478
Army of Darkness,766,11000000,21502976,32.288,81,7.272,2688
The Texas Chain Saw Massacre,30497,85000,30900000,24.705,83,7.3,2727
A Nightmare on Elm Street,377,1100000,57000000,34.893,91,7.323,4427
Carrie,7342,0,0,17.75,132,6.134,410
Jacob's Ladder,2291,25000000,26118851,17.146,113,7.379,1365
Gokseong,293670,10951000,49851770,15.593,156,7.324,1424
[Rec],185341,3000000,4915757,21.438,95,5.564,998
Invasion of the Body Snatchers,11850,3500000,24946533,9.393,116,7.2,879
El orfanato,6537,3400000,78638987,18.866,105,7.231,2583
El espinazo del diablo,1433,4500000,6582065,15.998,108,7.288,1049
Dracula,138,355000,700000,14.906,74,7.197,1000
Nosferatu: Phantom der Nacht,6404,1400000,0,13.385,107,7.348,688
The Haunting,11618,80000000,91188905,15.474,113,5.441,1203
Tesis,9299,0,2647055,10.089,125,7.436,705
Bhool Bhulaiyaa,19025,0,0,5.409,151,6.544,137
Hereditary,493922,10000000,82530552,47.621,128,7.3,6566
It,346364,35000000,701842551,51.656,135,7.237,17546
Split,381288,9000000,278454358,47.761,117,7.333,15954
Possession,21484,0,1158473,31.19,124,7.355,836
Doctor Sleep,501170,45000000,72381712,24.166,152,7.15,3783
Dawn of the Dead,924,26000000,102278712,30.712,101,7.0,3459
Sleepy Hollow,2668,100000000,206071502,31.302,105,7.163,6010
The Conjuring 2,259693,40000000,321834351,58.825,134,7.288,7498
Sweeney Todd: The Demon Barber of Fleet Street,13885,50000000,152000000,19.941,116,7.201,5327
Poltergeist,243688,35000000,95437994,24.137,93,5.197,2092
Gremlins,927,11000000,153083102,21.525,106,7.088,5640
Pi,946310,0,0,737.353,89,6.844,48
Eraserhead,985,100000,7000000,11.823,89,7.422,2106
Suspiria,361292,20000000,6348889,16.062,152,6.936,2210
Take Shelter,64720,5000000,3099314,6.753,120,7.047,1515
The Return of the Living Dead,10925,4000000,14237880,22.57,91,7.146,1759
Hausu,1020008,0,0,1.21,67,0.0,0
La cara oculta,80184,0,0,15.714,92,7.29,897
Bacurau,446159,0,0,9.755,131,7.723,946
The Menu,593643,35000000,79628200,70.791,107,7.214,3064
The Lost Boys,1547,8500000,32222567,17.328,97,7.055,1710
I Am Legend,6479,150000000,585410052,38.606,101,7.198,14297
From Dusk Till Dawn,755,19000000,25836616,20.381,108,7.009,5235
A Quiet Place Part II,520763,61000000,297400000,100.168,97,7.528,5319
The Descent,9392,3500000,57130027,26.478,99,6.956,3343
An American Crime,13008,2000000,0,13.27,97,7.324,573
They Live,8337,4000000,13008928,16.458,94,7.295,2562
10 Cloverfield Lane,333371,15000000,110216998,24.242,104,6.978,7160
Videodrome,837,5952000,2120439,9.899,88,7.299,1861
Twin Peaks: Fire Walk with Me,1923,10000000,4184990,12.904,135,7.339,1656
Angel Heart,635,17000000,17186348,10.51,113,7.121,1284
Cube,431,350000,8969065,13.234,90,6.794,4171
Only Lovers Left Alive,152603,7000000,7600000,12.114,123,7.259,1947
Dead Ringers,9540,13000000,8038508,12.906,115,7.143,727
Don't Look Now,931,1500000,0,8.41,110,6.965,865
The Changeling,13550,7600000,12000000,10.868,103,7.029,499
Re-Animator,1694,900000,2023414,10.35,86,7.023,1259
Ringu,943822,0,0,331.261,107,6.2,120
The Dead Zone,11336,10000000,20766616,14.529,103,7.017,1380
Mientras duermes,77495,5000000,8791590,12.281,97,7.063,923
Dracula,138,355000,700000,14.906,74,7.197,1000
The Wolf Man,13666,180000,0,9.433,70,7.111,477
Midsommar,530385,9000000,47969371,39.052,147,7.161,5809
Prey,766507,65000000,0,209.628,100,7.795,5438
The Mist,5876,18000000,57470220,23.967,126,6.889,4432
Bone Tomahawk,294963,1800000,0,10.828,133,6.819,1855
Blade,36647,45000000,131183530,36.305,121,6.753,5259
The Ring,565,48000000,249348933,25.668,115,6.649,5502
The Invisible Man,570670,7000000,144492724,23.639,124,7.139,5100
Don't Breathe,300669,9900000,159047649,30.006,89,7.008,6718
Planet Terror,1992,0,0,21.056,105,6.639,3059
Pitch Black,2787,23000000,53187659,13.591,108,6.83,3939
Kol,791849,0,0,1.273,0,4.667,3
Tremors,9362,11000000,48572000,34.426,96,6.863,2804
Little Shop of Horrors,10776,25000000,38748395,15.258,94,6.89,1244
ï¿½dishon,1072087,0,0,0.6,0,0.0,0
Let Me In,41402,20000000,24145613,12.692,116,6.769,1807
In the Mouth of Madness,2654,8000000,8946600,11.913,95,7.225,1391
Gwoemul,1255,11000000,88489643,21.699,120,6.973,2409
The Frighteners,10779,30000000,29359216,16.402,110,6.868,1304
Bakjwi,22536,5000000,13085023,9.889,134,7.062,772
Day of the Dead,13613,18000000,0,11.047,86,5.231,323
"Janghwa, Hongryeon",1047280,0,0,0.6,90,0.0,0
Black Christmas,9656,9000000,21510851,7.85,95,5.187,460
The Thing from Another World,10785,0,0,11.237,87,6.785,485
Dance of the Vampires,3053,2000000,0,10.542,108,7.037,630
Barbarian,913290,4500000,45352337,51.359,103,6.914,1433
Pearl,949423,1000000,9423445,67.706,102,7.422,683
Last Night in Soho,576845,43000000,22957625,35.824,117,7.418,2461
World War Z,72190,200000000,531865000,72.152,116,6.802,14020
The Killing of a Sacred Deer,399057,0,7027336,20.59,121,7.012,3231
The Cabin in the Woods,22970,30000000,71041255,29.757,95,6.599,7075
El hoyo,619264,600,0,81.894,95,6.987,6056
Constantine,561,100000000,230884728,56.878,121,7.043,6273
Martyrs,9539,6500000,1100000,21.061,99,7.339,2304
Orphan,21208,20000000,77912251,33.615,123,6.997,4727
Cloverfield,7191,25000000,170764026,25.205,85,6.665,6337
Grave,393519,3500000,4100000,15.544,99,7.063,2840
Hotel Transylvania,76492,85000000,358375603,38.829,91,6.954,7845
Green Room,313922,5000000,3769214,10.726,95,6.686,2400
Hellboy II: The Golden Army,11253,85000000,160388063,22.264,120,6.751,4635
Fright Night,11797,9000000,24922237,14.154,107,7.026,1151
Le pacte des loups,6312,29000000,70752904,15.541,143,6.703,1298
Thelma,401898,5741614,1471656,11.612,116,6.85,879
Henry: Portrait of a Serial Killer,10692,111000,0,9.328,83,6.728,578
Shutter,10885,0,0,9.821,85,5.518,634
Tenebre,29702,0,0,11.838,101,6.8,498
Carnival of Souls,16093,30000,0,7.041,78,6.968,385
The Mummy,564,80000000,415885488,66.529,124,6.896,8065
Bhoot Police,739146,0,0,2.932,129,5.5,22
Nope,762504,68000000,170823080,78.39,130,6.923,2871
Bones and All,791177,18000000,14134907,34.759,131,7.304,810
The Black Phone,756999,17000000,161440742,107.526,103,7.756,3819
Doctor Strange in the Multiverse of Madness,453395,200000000,952224986,218.433,126,7.382,7367
The VVitch: A New-England Folktale,310131,3500000,40423945,24.319,92,6.912,6170
Climax,507076,2940457,1088907,20.027,97,7.102,1780
28 Weeks Later,1562,15000000,65048678,22.235,100,6.583,3729
Hocus Pocus,10439,28000000,45395069,27.723,96,7.06,2641
Hellraiser,338947,14000000,0,70.317,121,6.372,498
Near Dark,11879,5000000,0,17.561,94,6.9,618
Creature from the Black Lagoon,10973,0,1300000,11.357,79,6.861,646
Ravenous,10212,12000000,0,10.155,101,6.785,495
Bubba Ho-Tep,9707,1000000,0,8.083,92,6.58,514
Stir of Echoes,11601,12000000,21133087,10.128,99,6.659,1043
Altered States,11542,15000000,19853892,7.011,102,6.7,539
A Girl Walks Home Alone at Night,252171,1000000,395000,10.02,101,6.818,742
Trolljegeren,46146,3500000,4159678,12.529,103,6.708,1399
The Monster Squad,13509,12000000,3769990,11.445,82,6.7,481
Frankenweenie,62214,39000000,81493846,22.452,87,6.9,2939
Shadow of the Vampire,10873,8000000,8279017,8.589,92,6.673,491
Annihilation,300668,40000000,43070915,23.701,115,6.396,7768
Us,458723,20000000,256067149,22.472,116,6.977,6554
Ready or Not,567609,6000000,57615777,23.367,95,7.058,3712
The House That Jack Built,398173,9800000,5566776,14.201,152,7.163,2340
It Follows,270303,2000000,14674076,23.878,101,6.56,5728
Hellboy,456740,50000000,55065289,36.135,121,5.544,3011
Insidious,49018,1500000,99870886,50.424,103,6.939,5999
Sinister,82507,3000000,82515113,32.592,110,6.862,4829
The Babadook,242224,2000000,10312540,27.773,94,6.5,5473
The Autopsy of Jane Doe,397243,0,5972942,58.986,86,6.749,3672
1408,3021,25000000,132963417,17.511,104,6.666,3829
Odd Thomas,179826,27000000,0,34.527,100,6.934,1137
The Witches,10166,0,15360553,18.314,91,6.919,1095
The Lion King,8587,45000000,763455561,106.827,89,8.258,16484
Hamilton,556574,0,0,11.08,160,8.236,1125
Singin' in the Rain,872,2540800,7200000,14.402,103,8.165,2732
"Swades: We, the People",15774,2900000,4800000,8.207,189,7.279,269
Zindagi Na Milegi Dobara,61202,7700000,160000000,7.915,166,7.509,290
The Wizard of Oz,630,2777000,33754967,67.82,102,7.582,4922
The Sound of Music,15121,8200000,286214286,17.99,174,7.708,2874
Lagaan: Once Upon a Time in India,19666,5200000,8100000,6.614,224,7.282,476
Sholay,12259,408000,4800000,9.794,204,7.0,224
Anand,26237,0,0,5.302,122,7.163,104
La La Land,313369,30000000,447407695,26.345,129,7.891,15205
Beauty and the Beast,10020,25000000,424967620,67.51,84,7.733,8991
Aladdin,812,28000000,504050219,48.761,95,7.645,10275
Fiddler on the Roof,14811,9000000,83304330,16.305,179,7.7,475
The Blues Brothers,525,27000000,115229890,15.604,133,7.745,3696
The Nightmare Before Christmas,9479,24000000,75634409,51.442,76,7.84,8231
Dancer in the Dark,16,12800000,40031879,14.853,141,7.881,1551
Kal Ho Naa Ho,4254,0,0,9.449,186,7.42,323
Willy Wonka & the Chocolate Factory,252,3000000,4000000,32.1,100,7.479,2969
Mary Poppins,433,6000000,103082380,22.952,139,7.569,4219
My Fair Lady,11113,17000000,72661442,11.591,170,7.5,1116
Cabaret,10784,6000000,0,11.709,124,7.427,765
All That Jazz,16858,12000000,37823676,8.869,123,7.434,394
Veer-Zaara,4251,7000000,29385320,8.71,192,7.418,219
Les parapluies de Cherbourg,5967,7,0,9.105,93,7.398,624
Duck Soup,3063,0,0,6.883,69,7.353,658
A Night at the Opera,37719,0,0,7.067,96,7.473,409
Tangled,38757,260000000,592461732,113.54,100,7.6,10202
"South Park: Bigger, Longer & Uncut",9473,21000000,83137603,25.871,81,7.222,2338
Fantasia,756,2280000,76411819,30.981,124,7.373,2703
Hedwig and the Angry Inch,13403,0,0,9.406,95,7.454,317
The Muppet Christmas Carol,10437,12000000,27281507,11.967,85,7.359,796
Guillermo del Toro's Pinocchio,555604,35000000,0,187.812,117,8.227,2233
Moana,277834,150000000,690860472,17.636,107,7.562,11179
Moulin Rouge!,824,52500000,179213434,19.06,128,7.584,4108
The Little Mermaid,447277,0,0,224.763,135,0.0,0
West Side Story,511809,100000000,74530532,20.202,157,7.062,1243
Mulan,10674,90000000,304320254,83.499,88,7.918,8661
The Jungle Book,9325,4000000,205843612,54.817,78,7.279,5657
Snow White and the Seven Dwarfs,408,1488423,184925486,61.928,83,7.114,6642
The Muppet Movie,11176,8000000,65200000,13.971,97,7.1,502
Baazigar,19657,0,0,5.371,181,6.9,92
The Greatest Showman,316029,84000000,432844677,30.055,105,7.918,8630
"tick, tick...BOOM!",537116,0,0,14.581,120,7.724,1731
Robin Hood,11886,5000000,32056467,29.001,83,7.286,3918
Pinocchio,532639,0,0,78.6,105,6.48,1356
Hair,10654,11000000,15313606,10.121,121,7.289,563
Kuch Kuch Hota Hai,11854,153000,15306000,9.504,185,7.568,333
The Meaning of Life,403023,0,0,1.128,0,0.0,0
Devdas,685057,0,0,0.6,144,4.0,1
A Hard Day's Night,704,560000,2360561,10.571,88,7.424,572
White Christmas,13368,0,0,9.716,120,7.176,426
The Many Adventures of Winnie the Pooh,250480,0,0,17.55,74,7.261,877
Meet Me in St. Louis,909,1707561,7566000,8.118,113,7.0,311
Sing 2,438695,85000000,406000000,154.509,110,7.952,3657
Frozen,109445,150000000,1274219009,79.219,102,7.247,15148
The Rocky Horror Picture Show,36685,1200000,112892319,12.271,100,7.497,2478
Oliver!,17917,10000000,37402877,13.793,153,6.987,349
Kabhi Khushi Kabhie Gham...,10757,0,0,13.782,209,7.775,466
The King and I,16520,4550000,21300000,8.035,133,7.172,323
Yellow Submarine,12105,250000,1273261,9.023,89,7.115,431
The Ballad of Buster Scruggs,537996,0,0,15.199,132,7.154,3548
Labyrinth,13597,25000000,12729917,17.9,102,7.264,2089
Hercules,11970,85000000,252712101,54.947,93,7.507,6609
Rocketman,504608,40000000,167323950,20.057,121,7.3,4154
Sweeney Todd: The Demon Barber of Fleet Street,13885,50000000,152000000,19.941,116,7.201,5327
In the Heights,467909,55000000,43000000,12.58,143,7.264,583
Alice in Wonderland,12155,200000000,1025467110,48.728,108,6.62,12845
Across the Universe,4688,45000000,29625761,13.921,133,7.146,1199
Peter Pan,420808,0,0,855.771,106,5.9,240
Seven Brides for Seven Brothers,16563,0,5000000,11.608,102,7.232,477
Corpse Bride,3933,40000000,118133252,62.867,77,7.514,7949
Cinderella,11224,2900000,263591415,77.222,74,7.037,6051
Lady and the Tramp,10340,4000000,36359037,41.472,76,7.107,4747
Jesus Christ Superstar,12545,0,13200000,14.562,108,7.045,491
The Brave Little Toaster,19933,2300000,0,9.562,90,6.924,362
Grease,621,6000000,181813770,31.26,110,7.404,6569
Encanto,568124,50000000,253000000,171.747,102,7.642,8163
West Side Story,511809,100000000,74530532,20.202,157,7.062,1243
